,"Unnamed: 0, nan","№ п/п, nan","Дата составления, nan","Организация, nan","Месторождение, nan","ЛУ, nan","Цех, nan","ТЛ/ДНС, nan","АГЗУ, nan","№ Скв, nan","Номер куста, nan","Дата ввода в эксплуатацию, nan","Тип ствола скв., nan","Пласт,  ","Состояние по фонду, nan","текущее состояние, nan","Скин фактор, nan","Дата ГРП, nan","Исполнитель ГРП, nan","Примечание ГРП, nan","P нас, ат","ГС, м3/м3","Вязкость нефти (пл.усл), сПз","Вязкость воды (пл.усл.), сПз","Вязкость жидкости (станд.усл), сПз","Объемный коэф-т нефти, nan","Плот-ть нефти (станд.усл), г/см3","Плот-ть нефти  (пл.усл.), г/см3","Т пласта, ͦС","Плот-ть воды (станд.усл), г/см3","Dэк 
внешн., мм","Толщ. стенки, мм","Интервал спуска ЭК, м","Исскуств. забой, м","Текущий забой, м","Дата отбивки текущего забоя, nan","Способ отбивки текущего забоя, nan","Примечание, nan","Тип конструкции  забоя, nan","Интервалы перфорации, м","Нперф_Эфф, м","Нвд_замер, м","Удлинение на Нвд, м","Интервал спуска хвостовика, м","Диаметр хвостовика, мм","Толщ.стенки хвостовика, мм","Способ эксплуатации, nan","Глубина 1 и.о., м","Давление запуска
1 и.о., ат","Глубина 2 и.о., м","Давление запуска
2 и.о., ат","Глубина 3 и.о., м","Давление запуска
3 и.о., ат","Глубина 4 и.о., м","Давление запуска
4 и.о., ат","Глубина 5 и.о., м","Давление запуска
5 и.о., ат","Глубина 6 и.о., м","Давление запуска
6 и.о., ат","Глубина НПЦК, м","Состояние НПЦК, nan","Примечание.1, nan","Тип насоса, nan","Число ступеней, шт","Напор, м","Частота, Гц","ПЭД, кВт","Qтеор, м3/сут","Глубина спуска ПО, м","Глубина спуска ПО (по верт.), м","Удлинение на гл спуска ПО, м","Dнкт, мм","Толщина стенки НКТ, мм","Dшт, мм","Вид штуцера, nan","Режим работы, nan","Время работы, час","Время
накопления, 0+","Рбуф, ат","Рзатр, ат","Рлин, ат","Дата замера Рпл, nan","Рпл, ат","Рг/г, ат","Состояние АСУРГГ, nan","Модификация АСУРГГ, nan","Dшт линии подачи г/г, мм","Ндин (расчетный от Рпр), м","Р пр (расчетный от Нд), ат","Ндин, м","Р пр, ат","Рзаб, ат","Дебит нефти, т/сут","Дебит жидкости, м3/сут","Обводненность, %","Дебит газа, тыс.м3/сут","Расход г/г, тыс.м3/сут","Расход г/г.1, м3/ч","Дебит ПНГ, тыс.м3/сут","ГФ, м3/сут","УРГГ, м3/т","Кпрод, м3/(сут*ат)"
296,1337,186.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-11,1337,К-104,2019-10-30 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2202.78,"1 ст - 2421 
2 ст - 2621 ","1 ст - 2421 
2 ст - 2621 ",,,,открытый,"2202,78-2421
2202,78-2621",80,2202.78,328,,,,Фон.,510.000014355,ГК83 1/8,940.000000195,ГК83 1/8,1230.000010547,ГК83 5/32,1499.999976563,ГК83 5/32,1812.999959766,ЦКсОК 5/16,-,-,1820,закрыт,-,-,-,-,-,-,-,2200,1874,326,73,5.5,65,ШДР,Постоянный,24,0,26,63,25,2023-04-01 00:00:00,156,81,В работе,ГКС,6,,,,,54,16.1697448,19.4,0.3,62.8,0,,62.8,3883.79660760014,,0.19019607843137254
297,1338,186.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1570,1338,К-1570,2020-02-23 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9828182015901016,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2202,2584,2584,,,,открытый,2202-2584,20,2202,347.4,,,,Фон.,474.000016406,ГК 76 1/8,880.000016016,гк 76 1/8,1161.99999375,ГК 77 1/8,1398.000025781,ГК 77 1/8,1621.000069922,ГК 77 1/8,1860,ЦКсОК 5/16,1870,закрыт,-,-,-,-,-,-,-,2202,1862.9,339.0999999999999,88.9,7.34,18,ШДР,Постоянный,24,0,25,38,24,2023-04-01 00:00:00,74,,,,,,,,,49,4.7318435999999995,5.7,0.7,11,,,11,2324.6753125990895,,0.228
298,1339,186.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-11,1339,К-104,2019-10-30 00:00:00,Гор.,P5i,Бездействие,В бездействии текущего года,,,,,203,218.2,0.98,1.66,1.6485610052695578,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2298,2876,2876,,,,открытый,2298-2876,86,2298,449,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1990,закрыт,-,D2400N,-,909,50,125,-,2100,1763.16,336.8399999999999,73,5.5,65,Угловик,Постоянный,24,0,37,36,36,2023-04-01 00:00:00,148,,,,,,,,60,69.81456361199999,1.2540000000000011,150,99,1.8,,,1.8,1435.406698564592,,1.9185158634354333
299,1346,187.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-10,1346,К-54,2020-03-12 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,1.1440225035161744,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2314,2924,2924,,,,открытый,2314-2924,84,2314,458.56,,,,Газлифт,560.999989746,ГП,1152.000008789,ГП,1626.999926953,ГП,1990.000058203,ЦКсОК 5/16,-,-,-,-,2000,закрыт,-,-,-,-,-,-,-,2332,1864,468,73,5.5,18,ШДР,Постоянный,24,0,28,30,27,2023-04-01 00:00:00,105,87,,,,,,,,56,2.717,5,35,12,4,,8,2944.423997055576,843.2591967956153,0.10204081632653061
300,1349,188.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,1349,К-1368,2020-01-08 00:00:00,Гор.,Р4+5_Block3,Бездействие,В бездействии прошлых лет,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2372,"1 ст - 2944
2 ст - 2795","1 ст - 2944
2 ст - 2795",,,,открытый,"2372-2944;
2538-2795",85,2372,439.6,,,,Газлифт,510,ГП,1013,ГП,1441,ГП,1780,ГК 84 1/8,2060,ЦКсОК 5/16,-,-,закрыт,закрыт,-,-,-,-,-,-,-,2200,,0,73,5.5,65,Угловик,Постоянный,24,0,20,48,19,2023-04-01 00:00:00,207.5,80,,,,,,,,,0,,,,,,,,,
301,1350,188.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-10,1350,Без куста,2019-09-24 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9804016102981944,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2334,"1 ств 2656
2 ств 2965","1 ств 2656
2 ств 2965",,,,открытый,2342-2656; 2334-2965,80,2334,475,,,,Фон.,500,ГП,970,ГП,1280,ГК 78 1/8,1710,ГК 78 1/8,2010,ЦКсОК 5/16,-,-,2020,закрыт,-,-,-,-,-,-,-,2380,1742,638,73,5.5,18,ШДР,Постоянный,24,0,30,57,29,2023-04-01 00:00:00,113,,,,,,,,,66,23.70613014,28.385,0.1,80,,,80,3374.654552537608,,0.603936170212766
302,1351,189.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,1351,К-102,2016-08-23 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2162,2775,2775,,,,открытый,2248-2654,22.87,2248,274.7,,,,Газлифт,582.999986426,ГП,1134.999967383,ГК79 1/8,1668.999967969,ГК80 5/32,1819.999941797,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2170,1887.9,282.0999999999999,73,5.5,18,Угловик,Постоянный,24,0,28,54,27,2023-04-01 00:00:00,95,70,В работе,Сиант ,6,,,,,45,6.0192,7.2,0,14,7.2,,6.8,1129.718234981393,1196.1722488038279,0.14400000000000002
303,1516,190.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-49,1516,К-1512,2019-09-02 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9856932693169946,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2205,3100,3100,,,,Закрытый,"2268,67-2269,87; 2446,7-2447,9; 2589,17-2590,37; 2659,79-2660,99; 2767,88-2769,08; 2874,6-2875,8; 3002,59-3003,79",21,2205,1174,,,,Газлифт,530.000021484,ГП,910.000045312,ГП,1199.99998125,ГК72 1/8,1410.0000375,ГК71 1/8,1580.000005078,ГК70 5/32,1870,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2137,1893,244,73,5.5,18,Угловик,Постоянный,24,0,30,57,29,2023-04-01 00:00:00,142,67,В работе,Инком-систем,,,32,,,62,11.45655236,13.9,1.41,16.8,14.4,,2.4000000000000004,209.48710611924446,1232.506455992923,0.17375000000000002
304,1353,191.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-7,1353,Без куста,2020-02-10 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2104.7,2717,2717,,,,открытый,"2104,77-2717",48.74,2104,245.74,,,,Газлифт,470,ГП,885,ГП,1165,ГП,1420,ГК 80 5/32,1640,ГК80 5/32,1850,ЦКсОК 5/16,1850,закрыт,-,-,-,-,-,-,-,2152.6,1881.81,270.78999999999996,73,5.5,18,Угловик,Постоянный,24,0,22,51,20,2023-04-01 00:00:00,81,69,В работе,Инком-систем,6,,,,,45,9.196,11,0,21,4,,17,1848.629839060461,434.9717268377555,0.3055555555555556
305,1354,192.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,1354,К-1599,2018-11-12 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9804016102981944,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1981.2,2875,2875,,,,открытый,"1981,24-2875",140.99,1981.24,1981.24,"1954,26-2892,86",114,7.37,Газлифт,549.999991406,ГП,980.000014453,ГК 86 1/8,1310.000039063,ГК 86 1/8,1574.999975391,ГК 86 5/32,1899.999970313,ЦКсОК 5/16,-,-,1910,закрыт,-,-,-,-,-,-,-,1942,1822.08,119.92000000000007,73,5.5,65,Угловик,Постоянный,24,0,23,36,22,2023-04-01 00:00:00,76,70,,,6,,,,,44,5.595598799999999,6.7,0.1,10.9,6.9,,4,714.847533386418,1231.4045861147463,0.209375
306,1356,193.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-103,1356,К-103,2017-06-27 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2221.2,2821,2821,,,,открытый,2221-2821,73.46,2221,338.44,,,,Газлифт,554.999983887,ГП,980.000014453,ГП,1330.000008984,ГК87 1/8,1630.000004297,ГК87 1/8,1899.999970313,ГК 87 1/8,-,-,1910,закрыт,-,-,-,-,-,-,-,2250,1843.51,406.49,73,5.5,18,Угловик,Постоянный,24,0,22,36,21,2023-04-01 00:00:00,69,74,В работе,Инком-систем,6,,,,,42,8.36,10,0,23,9.6,,13.4,1602.8708133971293,1148.3253588516745,0.37037037037037035
307,1358,194.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-30,1358,К-97,2019-09-21 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2305,2859,2859,,,,открытый,2305-2859,57,2305,936,,,,Газлифт,499.999992188,ГП,980.000014453,ГП,1380.000008203,ГК81 1/8,1669.999944141,ГК80 1/8,1969.999939453,ЦКсОК 5/16,-,-,1980,закрыт,-,-,-,-,-,-,-,2350,1876,474,73,5.5,65,Угловик,Постоянный,24,0,25,43,24,2023-04-01 00:00:00,109,72,В работе,ГКС,5,,19,,,44,13.793999999999999,16.5,0,12,6,,6,434.97172683775557,434.97172683775557,0.25384615384615383
308,1359,195.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-23,1359,К-1362,2018-12-22 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2373.2,3024,3024,,,,открытый,2373-3024,17.64,2373,454.29,,,,Газлифт,699.999989063,ГП,1349.999978906,ГК 86 1/8,1769.999942578,ГК 86 1/8,2160.000025781,ГК 86 1/8,-,-,-,-,2170,закрыт,-,-,-,-,-,-,-,2380,1922.78,457.22,73,5.5,65,ШДР,Постоянный,24,0,21,35,20,2023-04-01 00:00:00,123,77,В работе,Сиант ,6,,,,,38,6.353599999999999,7.6,0,16.4,9.6,,6.799999999999999,1070.259380508688,1510.9544195416772,0.08941176470588234
309,1360,196.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,МЗУ,1360,К-1602,2022-07-23 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9921932178580141,1.454,0.836,0.72,34.3,1.17,178,9.2,2227.09,3109,3109,,,,открытый ,2227-3109,34.8,2288,432,,,,Газлифт,452.76,ГП,888,ГП,1251.96,ГК 78 1/8,1524.5,ГК 77 1/8,1743.69,ГК 77 5/32,1981.78,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2243.9,1840,403.9000000000001,73,5.5,18,ШДР,Постоянный,24,0,27,45,25,2023-04-01 00:00:00,82,55,В работе,Инком-систем,5,,21,,,48,13.38018,16.5,3,15.6,11.5,,4.1,306.423381449278,824.17247708263,0.4852941176470588
310,1361,197.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-23,1361,К-1362,2018-12-06 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2138.1,2729,2729,,,,открытый,2138-2729,34.45,2138,238.1450561797751,,,,Газлифт,437.000005078,ГП,946.000006055,ГК78 1/6,1365.000067969,ГК77 5/32,1669.999944141,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2141.76,1899.89,241.87000000000012,73,5.5,65,Угловик,Постоянный,24,0,20,33,19,2023-04-01 00:00:00,141,76,В работе,Сиант ,6,,,,,46,6.6044,7.9,0,15.6,10.8,,4.799999999999999,726.7882018048572,1635.2734540609292,0.08315789473684211
311,1362,198.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-23,1362,К-1362,2018-10-02 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2221,2821,2821,,,,открытый,2348-3040,28.64,2348,456.37187500000005,,,,Газлифт,599.999990625,ГП,1170.000026367,ГП,1640.000063672,ГК86 1/8,2019.999938672,ЦКсОК 5/16,-,-,-,-,2030,закрыт,-,-,-,-,-,-,-,2350,1892,458,73,5.5,18,ШДР,Постоянный,24,0,17,64,16,2023-04-01 00:00:00,102,74,В работе,ГКС,6,,,,,58,6.6044,7.9,0,10,8.4,,1.5999999999999996,242.2627339349524,1271.8793531585004,0.17954545454545456
312,1363,199.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-1363,1363,К-1363,2020-08-15 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2087,2752,2752,,,,открытый,2087-2752,203.3,2087,1810.17,,,,Газлифт,455.999998828,ГП,861.000022266,ГП,1195.000025977,ГП,1459.000060547,ГК76 1/8,1667.999991797,ГК75 1/8,-,-,1840,закрыт,-,-,-,-,-,-,-,2137,1828.68,308.31999999999994,73,5.5,65,Угловик,Постоянный,24,0,29,48,25,2023-04-01 00:00:00,111,58,В работе,ГКС,5,,29,,,58,5.851999999999999,7,0,12,10,,2,341.7634996582365,1708.8174982911826,0.1320754716981132
313,1365,200.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21,1365,К-26,2015-06-05 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9820113485452131,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2339,3091,3091,,,,открытый,2339-3091,67.49,2339,382.88,,,,Газлифт,421.000014258,ГП,842.000028516,ГП,1215.99997207,ГК86 1/8,1590.000064453,ГК85 1/6,1790.000061328,ЦКсОК 5/16,-,-,1800,закрыт,-,-,-,-,-,-,-,2350,1912.1,437.9000000000001,73,5.5,18,Угловик,Постоянный,24,0,27,39,26,2023-04-01 00:00:00,116,80,В работе,Сиант ,6,,,,,51,5.323648,6.4,0.5,19.5,8.5,,11,2066.2523142025916,1585.6126359522927,0.09846153846153846
314,1366,200.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21,1366,К-26,2015-07-28 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9913709048361935,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2275,2883,2883,,,,открытый,2123-2883,33.13,2123,269.12699999999995,2121-2875,114,7.37,Фон.,410,ГП,775,ГП,1090,ГК 71 1/8,1390,ГК 71 1/8,1660,ЦКсОК 5/16,-,-,1850,закрыт,-,-,-,-,-,-,-,2125,1852.34,272.6600000000001,73,5.5,18,ШДР,Постоянный,24,0,27,60,26,2023-04-01 00:00:00,123,,,,,,,,,51,9.344807999999999,11.5,2.8,26.9,,,26.9,2878.603819361511,,0.1597222222222222
315,1367,200.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,1367,К-26,2018-12-26 00:00:00,Гор.,Р4+5_Block3,Действующий,ВСП,,,,,203,218.2,0.98,1.66,1.011918091114926,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2338,2410,2410,,,,открытый,"2318-2330, 2338-2410 ",29.27,2318,405.2,2713-2781,114,7.37,ЭЦН,300,ГК43 5/16,-,-,-,-,-,-,-,-,-,-,1770,закрыт,-,D1050N,-,1321,62,33,-,2050,1749.6,300.4000000000001,73,5.5,65,Угловик,Периодический,5,19,22,25,21,2023-04-01 00:00:00,130,,,,,,,,82,94.08188612800001,5.8643728,7.6,7.7,12,,,12,2046.2546310152725,,0.21159240229272142
316,1368,200.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,1368,К-1368,2019-09-08 00:00:00,Гор.,Р4+5_Block3,Пьезометрический,Остановлена,,,,,203,218.2,0.98,1.66,1.6554054054054053,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2344,"1 ств 2632
2 ств 2641","1 ств 2632
2 ств 2641",,,,открытый,2344-2632; 2415-2641,17.84,2344,395.6,,,,ЭЦН,300,ГП,-,-,-,-,-,-,-,-,-,-,1930,закр,-,D1050N,-,1338,49,48,-,1959,1762,197,73,5.5,18,Угловик,Постоянный,24,0,26,25,25,2023-04-01 00:00:00,153,,,,,,,,84,105.36151828800001,0.1504800000000001,45,99.6,4,,,4,26581.60552897393,,
317,1369,201.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21-1,1369,К-21-1,2020-04-28 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2428,2891,2891,,,,закрытый,"2533,8-2534,8; 2596,4-2597,4; 2682,4-2683,4; 2780,6-2781,6; 2878,3-2879,4 ",2.88,2533.8,556.17,,,,Газлифт,577.999993945,ГК82 1/8,1093.999976953,ГК83 1/8,1492.000018359,ГК84 5/32,1844.999941406,ГК84 5/32,2109.000050391,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2347,1890.0800000000002,456.91999999999985,73,5.5,18,ШДР,Постоянный,24,0,26,44,25,2023-04-01 00:00:00,130,81,В работе,Инком-систем,6,,,,,49,4.4308,5.3,0,20.3,10.8,,9.5,2144.082332761578,2437.4830730342155,0.0654320987654321
318,1370,201.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,ГЗУ-7,1370,К-1368,2019-11-08 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),-4.0,,,,203,218.2,0.98,1.66,0.9808035498963005,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2291,1 ств 2213; 2 ств 2536,1 ств 2213; 2 ств 2536,,,,открытый,1908-2536; 2053-2213,16,2291,360.7,,,,Фон.,300,ГП,-,-,-,-,-,-,-,-,-,-,1790,закр,-,-,-,-,-,-,-,1833,1718.44,114.55999999999995,73,5.5,65,Угловик,Постоянный,24,0,24,50,23,2023-04-01 00:00:00,198,,,,,,,,,63,18.188350399999997,21.8,0.2,20.6,,,20.6,1132.593091015005,,0.16148148148148148
319,1371,202.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,К-21-1,1371,К-21-1,2020-05-31 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2228,2802,2802,,,,закрытый,"2247,2-2248,3; 2418,61-2419,71; 2517,77-2518,87; 2628,21-2629,31; 2775,92-2777,02",0.2899999999999636,2247.2,310.89,,,,Газлифт,569.999998535,ГП,1021.999981055,ГК 71 1/8,1361.999990625,ГК 71 1/8,1610.000034375,ГК 71 1/8,1840.000060547,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2178,1918.26,259.74,73,5.5,12,ШДР,Постоянный,24,0,27,65,26,2023-04-01 00:00:00,118,82,В работе,ГКС,6,,,,,50,4.6815999999999995,5.6,0,15.1,14.4,,0.6999999999999993,149.52153110047834,3075.8714969241287,0.08235294117647059
320,1372,203.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-103,1372,К-127,2017-07-03 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2198,2977,2977,,,,открытый,2198-2977,120.6,2198,299,,,,Газлифт,519.999999316,ГП,959.999970117,ГК81 1/8,1330.000008984,ГК81 1/8,1660.000033594,ГК81 1/8,1929.999999609,ЦКсОК 5/16,-,-,1943,закрыт,-,-,-,-,-,-,-,2250,1913.08,336.9200000000001,73,5.5,18,Угловик,Постоянный,24,0,23,41,22,2023-04-01 00:00:00,91,69,В работе,Инком-систем,6,,,,,46,5.851999999999999,7,0,13,7.6,,5.4,922.7614490772387,1298.7012987012986,0.15555555555555556
321,1374,204.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-14/2,1374,К-91,2018-03-16 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,-4.0,2018-01-23 00:00:00,МеКаМиНефть,"КГРП 7ст.
350м3 15% HCl",203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2124.5,2923,2923,2017-08-07 00:00:00,По спущенной компановке,,закрытый,"2190,79-2192,22; 2275,53-2276,96; 2441,32-2442,75; 2555,74-2557,17; 2701,36-2702,79; 2826,3-2827,73; 2900,58-2901,81 ",8.88,2190.79,393.79,"1869,05-2923",114,7.37,Газлифт,499.999992188,ГП,899.999985938,ГП,1209.999966211,ГК82 1/8,1455.000007031,ГК82 1/8,1660.000033594,ГК82 5/32,1790,ЦКсОК 5/16,1800,закрыт,-,-,-,-,-,-,-,1875,1617.8,257.20000000000005,73,5.5,65,Угловик,Постоянный,24,0,24,38,23,2023-04-01 00:00:00,95,73,В работе,Инком-систем,,,15,,,39,14.212,17,0,22.3,14,,8.3,584.0135097101041,985.0830284266817,0.30357142857142855
322,1377,205.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-30,1377,К-121,2020-01-30 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2152,2797,2797,,,,открытый,2152-2797,110.085,2152,289.715,,,,Газлифт,468.000010547,ГП,893.000003906,ГП,1239.000019336,ГК83 1/8,1560.000035156,ГК 72 5/32,1830.000001172,ЦКсОК 5/16,-,-,1841,закрыт,-,-,-,-,-,-,-,2202,1879,323,73,5.5,12,Угловик,Постоянный,24,0,25,40,24,2023-04-01 00:00:00,109,70,Не работает,,,,24,,,49,12.958,15.5,0,16,6,,10,771.7240314863404,463.0344188918043,0.25833333333333336
323,1378,206.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-32,1378,К-32-1,2015-11-08 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9840309702395353,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2346.7,3065,3065,2015-10-21 00:00:00,По спущенной компановке,,открытый,"2278 - 2294;  2297 -2306; 2312 – 2319 ; 
2347-3065 ",36.6,2278,391.5,,,,Газлифт,568.999985156,ГП,1049.999983594,ГК85 1/8,1390.000067578,ГК85 5/32,1792.999989844,ГК86 5/32,2019.999938672,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2362.02,1899,463.02,73,5.5,18,Угловик,Постоянный,24,0,25,44,24,2023-04-01 00:00:00,144,71,Не работает,Сиант ,6,,36,,,61,4.1382,5,1,21.5,7.4,,14.1,3407.2785268957514,1763.542336931913,0.060240963855421686
